name,
Alces sp.,
Alilepus sp.,
Alilepus vagus,
Alilepus wilsoni,
Allophaiomys pliocaenicus,
Ammospermophilus harrisii,
Ammospermophilus interpres,
Ammospermophilus nelsoni,
Ammospermophilus sp.,
Antrozous sp.,
Anzanycteris anzensis,
Aplodontia sp.,
Arctodus sp.,
Arctodus pristinus,
Arctocephalus townsendi,
Atopomys texensis,
Aztlanolagus agilis,
Baiomys sp.,
Baiomys taylori,
Balaena mysticetus,
Bassariscus casei,
Bassariscus sp.,
Bison priscus,
Blarina hylophaga,
Blastocerus extraneus,
Bootherium sp.,
Borophagus diversidens,
Borophagus sp.,
Brachyprotoma sp.,
Brachyprotoma brevimala,
Brachyprotoma obtusata,
Buisnictis breviramus,
Calomys sp.,
Camelops huerfanensis,
Camelops kansanus,
Camelops minidokae,
Camelops sulcatus,
Camelops traviswhitei,
Canis armbrusteri,
Canis edwardii,
Canis lepophagus,
Canis priscolatrans,
Capromeryx furcifer,
Capromeryx mexicanus,
Capromeryx tauntonensis,
Castor californicus,
Castor sp.,
Castoroides leiseyorum,
Cervalces sp.,
Cervus elaphus,
Choeronycteris mexicana,
Choeronycteris sp.,
Condylura sp.,
Conepatus sp.,
Cratogeomys sp.,
Cryptotis sp.,
Cuon alpinus,
Cuvieronius tropicus,
Cuvieronius sp.,
Cynomys parvidens,
Cystophora cristata,
Dasypus novemcinctus,
Dasypus sp.,
Desmodus rotundus,
Desmodus stocki,
Desmodus sp.,
Dicrostonyx groenlandicus,
Dicrostonyx hudsonius,
Dicrostonyx sp.,
Didelphis sp.,
Didelphis marsupialis,
Dinohippus sp.,
Dinofelis palaeoonca,
Diphylla ecaudata,
Diphylla sp.,
Dipodomys agilis,
Dipodomys californicus,
Dipodomys compactus,
Dipodomys deserti,
Dipodomys elator,
Dipodomys heermanni,
Dipodomys hibbardi,
Dipodomys ingens,
Dipodomys merriami,
Dipodomys microps,
Dipodomys nitratoides,
Dipodomys panamintinus,
Dipodomys stephensi,
Dipodomys venustus,
Enhydra sp.,
Eptesicus sp.,
Equus cumminsii,
Equus enormis,
Equus excelsus,
Equus francisci,
Equus fraternus,
Equus giganteus,
Equus hemionus,
Equus idahoensis,
Equus leidyi,
Equus mexicanus,
Equus parastylidens,
Equus pacificus,
Equus scotti,
Equus simplicidens,
Equus tau,
Eremotherium sp.,
Eremotherium laurillardi,
Erethizon poyeri,
Erethizon sp.,
Erignathus barbatus,
Eschrichtius robustus,
Euderma maculatum,
Euderma sp.,
Eumops glaucinus,
Eumops perotis,
Eumops sp.,
Eumops underwoodi,
Eutamias sp.,
Felis sp.,
Geomys anzensis,
Geomys arenarius,
Geomys garbanii,
Geomys paenebursarius,
Geomys personatus,
Geomys tobinensis,
Gigantocamelus sp.,
Glossotherium sp.,
Glyptotherium sp.,
Glyptotherium arizonae,
Glyptotherium floridanum,
Glyptotherium mexicanum,
Glyptotherium texanum,
Gulo sp.,
Halichoerus grypus,
Hayoceros falkenbachi,
Hemiauchenia blancoensis,
Holmesina floridanus,
Homotherium sp.,
Homotherium serum,
Hypolagus sp.,
Hypolagus ringoldensis,
Hypolagus edensis,
Hypolagus furlongi,
Hypolagus gidleyi,
Hypolagus vetus,
Hydrochoerus sp.,
Hydrochoerus holmesi,
Hydrodamalis gigas,
Idionycteris phyllotis,
Kogia breviceps,
Lagurus sp.,
Lasionycteris noctivagans,
Lasionycteris sp.,
Lasiopodomys deceitensis,
Lasiurus borealis,
Lasiurus cinereus,
Lasiurus ega,
Lasiurus golliheri,
Lasiurus intermedius,
Lasiurus seminolus,
Lasiurus sp.,
Lemmus sibiricus,
Lemmus sp.,
Leopardus sp.,
Leptonycteris nivalis,
Leptonycteris sp.,
Lepus alleni,
Lepus callotis,
Lepus europaeus,
Lepus timidus,
Liomys irroratus,
Liomys sp.,
Lutra sp.,
Macrotus californicus,
Macrotus sp.,
Monachus tropicalis,
Mammut sp.,
Mammuthus hayi,
Mammuthus imperator,
Mammuthus exilis,
Marmota caligata,
Marmota olympus,
Marmota vancouverensis,
Megalonyx leptostomus,
Megalonyx wheatleyi,
Mephitis macroura,
Microdipodops megacephalus,
Microdipodops pallidus,
Microdipodops sp.,
Microtus australis,
Microtus abbreviatus,
Microtus llanensis,
Microtus miurus,
Microtus oeconomus,
Microtus oregoni,
Microtus paroperarius,
Microtus richardsoni,
Microtus townsendii,
Miracinonyx inexpectatus,
Miracinonyx trumani,
Mirounga angustirostris,
Mirounga leonina,
Ophiomys panacaensis,
Mimomys virginianus,
Mormoops megalophylla,
Mormoops sp.,
Mus sp.,
Mustela rexroadensis,
Myocastor coypus,
Myocastor sp.,
Myotis austroriparius,
Myotis californicus,
Myotis evotis,
Myotis grisescens,
Myotis keenii,
Myotis leibii,
Myotis rectidentis,
Myotis sodalis,
Myotis thysanodes,
Myotis volans,
Myotis yumanensis,
Nannippus sp.,
Napaeozapus sp.,
Nasua narica,
Nasua sp.,
Navahoceros sp.,
Navahoceros fricki,
Neochoerus pinckneyi,
Neochoerus sp.,
Neofiber sp.,
Neofiber leonardi,
Nekrolagus sp.,
Neotoma findleyi,
Neotoma fuscipes,
Neotoma goldmani,
Neotoma pygmaea,
Neotoma spelaea,
Neotoma stephensi,
Neurotrichus gibbsii,
Neurotrichus sp.,
Nothrotheriops texanus,
Nothrotheriops sp.,
Notiosorex jacksoni,
Notiosorex sp.,
Nycticeius humeralis,
Nycticeius sp.,
Nyctinomops femorosaccus,
Nyctinomops macrotis,
Ochotona collaris,
Ochotona sp.,
Ochrotomys nuttalli,
Ochrotomys sp.,
Odobenus rosmarus,
Onychomys pedroensis,
Onychomys torridus,
Oreamnos americanus,
Oreamnos harringtoni,
Oryzomys sp.,
Ovibos moschatus,
Ovibos sp.,
Ovis dalli,
Oryctolagus cuniculus,
Pachyarmatherium leiseyi,
Pampatherium sp.,
Pappogeomys sp.,
Parailurus sp.,
Parascalops sp.,
Perognathus alticolus,
Perognathus amplus,
Perognathus fasciatus,
Perognathus inornatus,
Perognathus longimembris,
Perognathus merriami,
Peromyscus anyapahensis,
Peromyscus attwateri,
Peromyscus californicus,
Peromyscus cochrani,
Peromyscus cragini,
Peromyscus cumberlandensis,
Peromyscus difficilis,
Peromyscus eremicus,
Peromyscus imperfectus,
Peromyscus merriami,
Peromyscus nesodytes,
Peromyscus pectoralis,
Peromyscus progressus,
Pewelagus dawsonae,
Phenacomys sp.,
Phoca sp.,
Phoca largha,
Phocoena phocoena,
Pipistrellus hesperus,
Pipistrellus sp.,
Platygonus bicalcaratus,
Platygonus vetus,
Pliauchenia sp.,
Podomys sp.,
Podomys floridanus,
Pteronotus pristinus,
Procastoroides idahoensis,
Procamelus sp.,
Procyon sp.,
Procyon rexroadensis,
Prodipodomys centralis,
Prodipodomys sp.,
Paramylodon sp.,
Rangifer sp.,
Reithrodontomys fulvescens,
Reithrodontomys humulis,
Reithrodontomys moorei,
Reithrodontomys montanus,
Reithrodontomys raviventris,
Repomys sp.,
Saiga tatarica,
Scalopus sp.,
Scapanus malatinus,
Scapanus orarius,
Scapanus sp.,
Scapanus townsendii,
Satherium piscinarium,
Sciurus aberti,
Sciurus alleni,
Sciurus arizonensis,
Sciurus griseus,
Sciurus nayaritensis,
Sigmodon bakeri,
Sigmodon curtisi,
Sigmodon fulviventer,
Sigmodon hudspethensis,
Sigmodon libitinus,
Sigmodon lindsayi,
Sigmodon minor,
Sigmodon ochrognathus,
Smilodon sp.,
Smilodon gracilis,
Soergelia mayfieldi,
Sorex arizonae,
Sorex bendirii,
Sorex cudahyensis,
Sorex dispar,
Sorex gaspensis,
Sorex haydeni,
Sorex jacksoni,
Sorex kansasensis,
Sorex lacustris,
Sorex longirostris,
Sorex lyelli,
Sorex megapalustris,
Sorex meltoni,
Sorex monticolus,
Sorex nanus,
Sorex ornatus,
Sorex pacificus,
Sorex pratensis,
Sorex preblei,
Sorex scottensis,
Sorex tenellus,
Sorex trowbridgii,
Sorex tundrensis,
Spermophilus armatus,
Spermophilus brunneus,
Spermophilus cragini,
Spermophilus columbianus,
Spermophilus elegans,
Spermophilus howelli,
Spermophilus finlayensis,
Spermophilus meadensis,
Spermophilus mcgheei,
Spermophilus mohavensis,
Spermophilus parryii,
Spermophilus russelli,
Spermophilus tereticaudus,
Spermophilus washingtoni,
Stegomastodon mirificus,
Stegomastodon sp.,
Stenella sp.,
Stockoceros conklingi,
Stockoceros onusrosagris,
Stockoceros sp.,
Sus sp.,
Sylvilagus hibbardi,
Sylvilagus leonensis,
Sylvilagus palustris,
Sylvilagus transitionalis,
Synaptomys meltoni,
Synaptomys sp.,
Tadarida constantinei,
Tadarida sp.,
Tamias alpinus,
Tamias amoenus,
Tamias aristus,
Tamias canipes,
Tamias cinereicollis,
Tamias dorsalis,
Tamias merriami,
Tamias palmeri,
Tamias panamintinus,
Tamias quadrimaculatus,
Tamias quadrivittatus,
Tamias ruficaudus,
Tamias sonomae,
Tamias speciosus,
Tamias townsendii,
Tamias umbrinus,
Tamiasciurus douglasii,
Tamiasciurus sp.,
Tapirus californicus,
Tapirus haysii,
Tapirus merriami,
Taxidea sp.,
Tayassu pecari,
Tayassu sp.,
Tetrameryx shuleri,
Tetrameryx sp.,
Thomomys bulbivorus,
Thomomys gidleyi,
Thomomys mazama,
Thomomys microdon,
Thomomys monticola,
Thomomys orientalis,
Thomomys scudderi,
Thomomys townsendii,
Thomomys umbrinus,
Thomomys vetus,
Titanotylopus sp.,
Torontoceros hypogaeus,
Tremarctos sp.,
Trigonictis cookii,
Trigonictis macrodon,
Tursiops sp.,
Tursiops truncatus,
Trichechus manatus,
Urocyon littoralis,
Urocyon progressus,
Ursus maritimus,
Zapus princeps,
Zapus sp.,
Zapus trinotatus,
Bison alaskensis,
Prodipodomys minor,
Dinohippus leidyanus,
Equus alaskae,
Felis silvestris,
Leopardus amnicola,
Puma lacustris,
Leopardus pardalis,
Panthera leo,
Lynx rexroadensis,
Leopardus wiedii,
Puma yagouaroundi,
Geomys (Nerterogeomys),
Vulpes lagopus,
Erethizon bathygnathum,
Agriotherium schneideri,
Microtus meadensis,
Synaptomys vetus,
Synaptomys (Mictomys),
Synaptomys (Synaptomys),
Mustela eversmanii,
Nannippus aztecus,
Nannippus peninsulatus,
Neotoma fossilis,
Peromyscus keeni,
Arborimus albipes,
Arborimus longicaudus,
Phocidae sp.,
Corynorhinus rafinesquii,
Corynorhinus townsendii,
Corynorhinus tetralophodon,
Plecotini sp.,
Tayassu edensis,
Pecari tajacu,
Tayassuidae sp.,
Geomys (Geomys),
Orthogeomys (Heterogeomys),
Sorex pribilofensis,
Morrillia barbouri,
Cuvieronius priestleyi,
Orthogeomys onerosus,
Hemiauchenia seymourensis,
Gigantocamelus spatula,
Tamias (Neotamias),
Tamias (Tamias),
Gomphotheriidae sp.,
Neotoma (Paraneotoma),
Neotoma (Neotoma),
Neotoma (Teonoma),
Chaetodipus baileyi,
Chaetodipus californicus,
Chaetodipus fallax,
Chaetodipus formosus,
Chaetodipus intermedius,
Chaetodipus nelsoni,
Chaetodipus penicillatus,
Globicephala melas,
Lemmiscus sp.,
Lontra sp.,
Neovison macrodon,
Alces americanus,
Megacamelus merriami,
Myodes californicus,
Myodes rutilus,
Myodes sp.,
Ophiomys meadensis,
Arborimus brachyodus,
Phenacomys/Arborimus sp.,
Mustela/Neovison sp.,
Hemiauchenia edensis,
Camelidae sp.,
Rhynchotherium sp.,
Oryzomys fossilis,
Histriophoca fasciata,
Pagophilus groenlandicus,
Pusa hispida,
Podomys oklahomensis,
Perognathinae sp.,
Chaetodipus spinatus,
?Alces alces,
?Camelops sp.,
?Canis lupus,
?Capra hircus,
?Equus sp.,
?Geomys sp.,
?Hemiauchenia sp.,
?Mammut americanum,
?Mammuthus imperator,
?Mammuthus jeffersonii,
?Martes americana,
?Mephitis mephitis,
?Microtus sp.,
?Neotoma cinerea,
?Nothrotheriops sp.,
?Odocoileus hemionus,
?Perognathus flavus,
?Perognathus sp.,
?Peromyscus boylii,
?Peromyscus leucopus,
?Peromyscus sp.,
?Peromyscus truei,
?Procyon lotor,
?Spermophilus lateralis,
?Spilogale putorius,
?Sus scrofa,
?Sylvilagus sp.,
?Tamias striatus,
?Tamiasciurus hudsonicus,
?Vulpes vulpes,
Castoroides sp.,
Miracinonyx sp.,
Caprinae sp.,
cf. Bovidae,
cf. Canidae,
cf. Felidae,
cf. Glyptodontidae,
cf. Leporidae,
Myotis septentrionalis,
Cynomys niobrarius,
Mustelidae/Mephitidae sp.,
Sorex (Otisorex),
Sorex (Sorex),
Neotoma magister,
Microtus (Mynomes),
Microtus (Pedomys),
Microtus (Pitymys),
Microtus (Alexandromys),
Xenarthra sp.,
Arvicolinae sp.,
Peromyscus nasutus,
Spermophilus (Xerospermophilus),
Spermophilus (Spermophilus),
Spermophilus (Otospermophilus),
Spermophilus (Poliocitellus),
Spermophilus (Callospermophilus),
Spermophilus (Ictidomys),
Ovis aries/Capra,
Panthera sp.,
Panthera/Puma concolor,
Geomyidae sp.,
Perognathus flavus/P.flavescens,
cf. Bootherium,
?Castor canadensis,
cf. Lepus,
cf. Peromyscus,
cf. Myotis,
cf. Odocoileus,
cf. Canis,
Mylohyus floridanus,
Hypolagus regalis,
Hypolagus arizonensis,
Alilepus browni,
Jacobsomys verdensis,
Hypolagus voorhiesi,
Kraglievichia paranense,
Kraglievichia sp.,
Javazapus weeksi,
Zapus sykesae,
Tyrannomys harkseni,
Lasiopodomys sp.,
Lasiurus blossevillii,
Homotherium johnstoni,
Lasiurus fossilis,
Homotherium ischyrus,
Dipoides sp.,
Dipoides wilsoni,
Dipoides rexroadensis,
Homotherium idahoensis,
Diprionomys parvus,
Aluralagus virginiae,
Procastoroides intermedius,
Equus francescana,
Dipodomys gidleyi,
Nekrolagus progressus,
Neochoerus dichroplax,
Eucyon davisi,
Nebraskomys mcgrewi,
Nebraskomys sp.,
Canimartes cumminsi,
Prodipodomys tiheni,
Eschrichtius sp.,
Erethizon cascoensis,
Neofiber diluvianus,
Neotoma amplidonta,
Neotoma sawrockensis,
Prodipodomys idahoensis,
Lepus arcticus,
Notolagus lepusculus,
Bensonomys arizonae,
Equus kiang,
Equus verae,
?Equus simplicidens,
?Equus francisci,
Equus pectinatus,
Equus nevadanus,
?Equus complicatus,
Cynomys vetus,
?Felidae sp.,
?Lynx canadensis,
?Puma lacustris,
?Lynx rufus,
Canis cedazoensis,
?Canis sp.,
?Canis lepophagus,
?Canis latrans,
?Canis armbrusteri,
Cervus brevitrabalis,
Marmota minor,
Paenemarmota nevadensis,
Paenemarmota sawrockensis,
Phenacomys gryci,
Geomys persimilis,
Geomys minor,
Orthogeomys propinetis,
Geomys quinni,
Pliogeomys buisi,
Pliogeomys parvus,
Cratogeomys sansimonensis,
Geomys adamsi,
Geomys jacobi,
Geomys smithi,
?Geomys minor,
?Geomys anzensis,
?Geomys garbanii,
Cratogeomys bensoni,
Procastoroides sweeti,
Procastoroides sp.,
Microtus (Stenocranius),
Microtus gregalis,
Allophaiomys sp.,
Synaptomys kansasensis,
?Megalonyx sp.,
?Megalonyx jeffersonii,
Ceratomeryx prenticei,
Planisorex dixonensis,
Sorex rexroadensis,
Sorex sandersi,
?Sorex sp.,
Sorex taylori,
Sorex leahyi,
Sorex hagermanensis,
Sorex powersi,
Megatylopus cochrani,
Megatylopus sp.,
Megatylopus gigas,
Platygonus pearcei,
?Platygonus vetus,
?Platygonus sp.,
Ophiomys mcknighti,
Ophiomys magilli,
Ophiomys parvus,
Ogmodontomys sawrockensis,
Mimomys dakotaensis,
Loupomys monahani,
Ogmodontomys poaphagus,
Cosomys primus,
?Ophiomys parvus,
Ophiomys taylori,
?Bison latifrons,
?Bison priscus,
?Bison sp.,
Bos sp.,
?Pliauchenia sp.,
Paenemarmota barbouri,
Paenemarmota sp.,
Mammut matthewi,
Mammut cosoensis,
Phenacomys deeringensis,
Pliophenacomys primaevus,
Pliophenacomys osborni,
Pliophenacomys sp.,
Pliophenacomys finneyi,
?Pliophenacomys osborni,
Neotoma quadriplicata,
Neotoma taylori,
Neotoma vaughani,
Neotoma ozarkensis,
?Neotoma sp.,
?Neotoma quadriplicata,
Perognathus mclaughlini,
Perognathus maldei,
Perognathus pearlettensis,
Perognathus gidleyi,
Perognathus carpenteri,
Perognathus rexroadensis,
Perognathus strigipredus,
?Odocoileus sp.,
Odocoileus brachyodontus,
Chasmaporthetes ossifragus,
Chasmaporthetes sp.,
Ursus abstrusus,
cf. Ursidae,
?Ursus americanus,
?Ursus sp.,
?Smilodon sp.,
Trigonictis sp.,
Stegomastodon primitivus,
?Stegomastodon sp.,
?Hemiauchenia blancoensis,
?Hemiauchenia macrocephala,
Sigmodon medius,
?Sigmodon minor,
?Sigmodon sp.,
Prosigmodon holocuspis,
Cynomys hibbardi,
?Cynomys ludovicianus,
Spermophilus bensoni,
Spermophilus undulatus,
?Spermophilus parryii,
?Spermophilus russelli,
?Spermophilus richardsonii,
?Spermophilus sp.,
?Spermophilus tridecemlineatus,
Spermophilus boothi,
Spermophilus cochisei,
Spermophilus dotti,
Spermophilus johnsoni,
Spermophilus lorisrusselli,
Spermophilus meltoni,
Spermophilus rexroadensis,
Ammospermophilus hanfordi,
Peromyscus hagermanensis,
Peromyscus complexus,
Peromyscus kansasensis,
Symmetrodontomys beckensis,
Peromyscus berendsensis,
Peromyscus baumgartneri,
Peromyscus ?baumgartneri,
Peromyscus antiquus,
Antecalomys valensis,
Peromyscus maximus,
Peromyscus nosher,
Ophiomys sp.,
Symmetrodontomys simplicidens,
?Dipodomys sp.,
?Prodipodomys sp.,
Prodipodomys timoteoensis,
?Prodipodomys minor,
Prodipodomys riversidensis,
Machairodus sp.,
Mammuthus meridionalis,
Mammuthus ?imperator,
?Mammuthus sp.,
?Mammuthus columbi,
?Cuvieronius sp.,
Holmesina sp.,
Hypolagus/Pratilepus sp.,
?Aluralagus virginiae,
Pratilepus sp.,
Pratilepus kansasensis,
Aluralagus sp.,
Lepus benjamini,
?Lepus sp.,
?Lepus americanus,
?Lontra canadensis,
Ophiomys fricki,
Glossotherium chapadmalense,
?Paramylodon harlani,
?Glossotherium sp.,
?Nothrotheriops shastensis,
?Ovis dalli,
?Ovis canadensis,
?Nekrolagus sp.,
?Sylvilagus nuttallii,
Aluralagus bensonensis,
Aztlanolagus sp.,
Sylvilagus cunicularius,
?Thomomys sp.,
Prothomomys warrenensis,
?Oreamnos americanus,
?Myotis lucifugus,
?Paronychomys sp.,
Paronychomys sp.,
?Mustela sp.,
?Mustela frenata,
Ochotona whartoni,
Odobenus sp.,
Mephitis? rexroadensis,
?Camelops hesternus,
cf. Camelidae,
Predicrostonyx hopkinsi,
?Dicrostonyx sp.,
cf. Tayassuidae,
?Capromeryx sp.,
Capromeryx arizonensis,
Capromeryx gidleyi,
Euceratherium sp.,
?Euceratherium sp.,
Guildayomys hibbardi,
Loupomys sp.,
Ferinestrix vorax,
Erethizon ?cascoensis,
?Erethizon dorsata,
Hayoceros barbouri,
Scalopus rexroadi,
Scalopus blancoensis,
Miopetaurista webbi,
Pliosaccomys magnus,
Pliosaccomys dubius,
Martes diluviana,
Martes foxi,
?Martes sp.,
Liodontia furlongi,
Cormohipparion emsliei,
Antecalomys vasquezi,
Copemys sp.,
Hibbardomys skinneri,
Hibbardomys marthae,
Hibbardomys voorhiesi,
Hibbardomys zakrzewskii,
Coendou sp.,
Megantereon hesperus,
?Mammut sp.,
Nannippus beckensis,
Praeovibos priscus,
Borophagus hilli,
Borophagus secundus,
?Borophagus sp.,
Cervalces latifrons,
?Alces sp.,
Buisnictis schoffi,
Buisnictis burrowsi,
Buisnictis sp.,
Bensonomys meadensis,
Bensonomys eliasi,
Bensonomys sp.,
?Bassariscus sp.,
Osmotherium spelaeum,
Bretzia pseudalces,
Oregonomys magnus,
Baiomys sawrockensis,
Baiomys brachygnathus,
Baiomys rexroadi,
Baiomys kolbi,
Baiomys mowi,
Baiomys minimus,
Baiomys aquilonius,
Onychomys bensoni,
Onychomys gidleyi,
Onychomys hollisteri,
?Tapirus sp.,
?Tetrameryx sp.,
Tetrameryx irvingtonensis,
Tetrameryx knoxensis,
?Bootherium sp.,
Cryptotis adamsi,
?Blarina sp.,
Cryptotis? meadensis,
Paracryptotis gidleyi,
Paracryptotis rex,
Plioctomys rinkeri,
?Synaptomys sp.,
Synaptomys landesi,
Plioctomys mimomiformis,
cf. Soricidae,
Spilogale? microdens,
Spilogale? rexroadi,
?Titanotylopus sp.,
Blancocamelus meadei,
Brachyopsigale dubius,
Bensonomys gidleyi,
Bensonomys elachys,
?Calomys sp.,
Ogmodontomys sp.,
Bensonomys stirtoni,
Equus (Plesippus),
Equus fromanius,
?Castor sp.,
Microtus aratai,
Pliolemmus antiquus,
Antilocapridae sp.,
?Antilocapra sp.,
Nasua pronarica,
Neotoma ?fossilis,
?Vulpes sp.,
Vulpes ?velox,
?Urocyon sp.,
Homotherium crenatidens,
Equus stenonis,
Bretzia sp.,
Odocoileini sp.,
Pilosa sp.,
Sciurinae sp.,
Rodentia sp.,
Rhinocerotoidea sp.,
Titanotylopus/Gigantocamelus sp.,
Equus (Amerhippus),
Mammalia sp.,
?Dipoides rexroadensis,
Canidae sp.,
Equus ?giganteus,
?Sciurus sp.,
?Tamias sp.,
?Scapanus sp.,
Scapanus hagermanensis,
?Reithrodontomys sp.,
Reithrodontomys rexroadensis,
Reithrodontomys pratincola,
Reithrodontomys wetmorei,
Reithrodontomys galushai,
?Rangifer tarandus,
?Rangifer sp.,
Repomys panacaensis,
Repomys maxumi,
Repomys arizonensis,
Chiroptera sp.,
Umbogaulus monodon,
Cuon texanus,
?Homotherium idahoensis,
?Homotherium sp.,
Dipoides stovalli,
?Marmota sp.,
Pusa sp.,
Monachopsis pontica,
Prosthennops sp.,
cf. Blarina,
Pliozapus solus,
Proneofiber guildayi,
Pagophilus sp.,
?Procamelus sp.,
?Dugong sp.,
?Cervus sp.,
Lynx issiodorensis,
Camelops spp.,
?Cervus elaphus,
?Condylura sp.,
?Delphinapterus sp.,
?Dinohippus sp.,
Zapus rinkeri,
Zapus sandersi,
Zapus burti,
Reynoldsomys timoteoensis,
Rhynchotherium falconeri,
Saiga sp.,
Soergelia sp.,
Rhynchotherium praecursor,
Satherium ingens,
Sciurus calycinus,
Texoceros guymonensis,
Texoceros sp.,
?Mylodontidae sp.,
Simonycteris stocki,
Teleopternus orientalis,
Sminthosinus bowleri,
Chaetodipus sp.,
Dipodomys pattersoni,
Titanotylopus nebraskensis,
Pliolemmus sp.,
Megasorex sp.,
Mimomys sp.,
Pliomys sp.,
Ovis ?dalli,
?Cratogeomys castanops,
Lemmus trimucronatus,
Lepus ?americanus,
Lepus ?californicus,
Sylvilagus ?audubonii,
Sylvilagus ?nuttallii,
Mammalia (large),
Mammalia (medium),
Mammalia (marine),
Lepus othus,
Phoca spp.,
Balaenoptera sp.,
Balaenoptera acutorostrata,
Balaenoptera borealis,
Balaenoptera brydei,
Balaenoptera edeni,
Balaenoptera musculus,
Balaenoptera omuri,
Balaenoptera physalus,
Megaptera sp.,
Megaptera novaeangliae,
Berardius sp.,
Berardius bairdi,
Hyperoodon sp.,
Hyperoodon ampullatus,
Mesoplodon sp.,
Mesoplodon bidens,
Mesoplodon carlhubbsi,
Mesoplodon densirostris,
Mesoplodon europaeus,
Mesoplodon ginkgodens,
Mesoplodon mirus,
Mesoplodon perrini,
Mesoplodon stejnegeri,
Ziphius sp.,
Ziphius cavirostris,
Phocoenoides sp.,
Phocoenoides dalli,
Phocoena sp.,
Monodon monoceros,
Monodon sp.,
Balaenoptera spp.,
Delphinapterus leucas,
Delphinus delphis,
Feresa attenuata,
Globicephala macrorhyncha,
Globicephala sp.,
Grampus griseus,
Lagenorhynchus acutus,
Lagenorhynchus albirostris,
Lagenorhynchus obliquidens,
Lagenorhynchus sp.,
Lagenorhynchus spp.,
Lissodelphis borealis,
Orcinus orca,
Pseudorca crassidens,
Stenella spp.,
Stenella attenuata,
Stenella caeruleoalba,
Stenella longirostris,
Steno bredanensis,
Mammalia (small),
Mammalia (terrestrial),
Kogia sp.,
Kogia sima,
Physeter macrocephalus,
Eubalaena glacialis,
Eubalaena japonica,
Eubalaena sp.,
Rodentia (small),
Rodentia (large),
Rodentia (medium),
Rodentia (medium/large),
cf. Otariidae,
cf. Artiodactyla,
cf. Phocoenidae,
Testtaxon one,
Testtaxon sp.,
Testtaxon two,
Pliophenacomys koenigswaldi,
Leporidae (large),
Leporidae (small),
Otospermophilus sp.,
?Lepus californicus,
Acinonyx trumani,
Arctisorex polaris,
Arctomeles sotnikovae,
Boreameryx braskerudi,
cf. Blastomeryx,
cf. Hypolagus,
cf. Mustela,
cf. Plesiogulo,
cf. Plesiohipparion,
Guildayomys matthewsi,
Microtus morlani,
Odocoileus/Antilocapra americana,
Mammalia undiff.,
Rodentia undiff.,
Megatherium americanum,
Eutatus seguini,
Callorhinus gilmorei,
Myotis (medium),
