SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,AgeType,Taxon,Value,Pct,Depth
Chalco Lake,19.5,-99.0,,,18198.0,Radiocarbon years BP,BRASSICACEAE,2.0,0.7142857142857143,748.0
Chalco Lake,19.5,-99.0,,,18359.0,Radiocarbon years BP,BRASSICACEAE,4.0,1.1695906432748537,762.0
Chalco Lake,19.5,-99.0,,,18417.0,Radiocarbon years BP,BRASSICACEAE,2.0,0.7751937984496124,767.0
Chalco Lake,19.5,-99.0,,,18463.0,Radiocarbon years BP,BRASSICACEAE,2.0,0.8583690987124464,771.0
Chalco Lake,19.5,-99.0,,,18532.0,Radiocarbon years BP,BRASSICACEAE,1.0,0.425531914893617,777.0
Chalco Lake,19.5,-99.0,,,18878.0,Radiocarbon years BP,BRASSICACEAE,1.0,0.9174311926605505,807.0
Chalco Lake,19.5,-99.0,,,18994.0,Radiocarbon years BP,BRASSICACEAE,2.0,2.272727272727273,817.0
Chalco Lake,19.5,-99.0,,,17736.0,Radiocarbon years BP,CARYOPHYLL,1.0,0.7518796992481203,708.0
Chalco Lake,19.5,-99.0,,,17851.0,Radiocarbon years BP,CARYOPHYLL,1.0,0.4032258064516129,718.0
San Jose Chulchaca,20.866667,-90.133333,,,6733.0,Radiocarbon years BP,CARYOPHYLL,1.0,0.3246753246753247,362.0
San Jose Chulchaca,20.866667,-90.133333,,,6899.0,Radiocarbon years BP,CARYOPHYLL,1.0,0.5780346820809248,371.0
Hoya San Nicolás,20.388199999999998,-101.256,10911.0,11132.0,11041.0,Calibrated radiocarbon years BP,CUPRESSA,1.0,5.0,514.5
Hoya San Nicolás,20.388199999999998,-101.256,-48.0,63.0,-7.0,Calibrated radiocarbon years BP,CYPERACE,46.0,15.862068965517242,2.5
Hoya San Nicolás,20.388199999999998,-101.256,-16.0,445.0,188.0,Calibrated radiocarbon years BP,CYPERACE,29.0,9.177215189873419,12.5
Hoya San Nicolás,20.388199999999998,-101.256,88.0,1071.0,502.0,Calibrated radiocarbon years BP,CYPERACE,51.0,16.19047619047619,27.5
Hoya San Nicolás,20.388199999999998,-101.256,118.0,1178.0,580.0,Calibrated radiocarbon years BP,CYPERACE,77.0,21.329639889196674,32.5
Hoya San Nicolás,20.388199999999998,-101.256,140.0,1209.0,650.0,Calibrated radiocarbon years BP,CYPERACE,57.0,15.87743732590529,37.5
Hoya San Nicolás,20.388199999999998,-101.256,279.0,1361.0,782.0,Calibrated radiocarbon years BP,CYPERACE,69.0,17.424242424242426,47.5
Hoya San Nicolás,20.388199999999998,-101.256,451.0,1504.0,925.0,Calibrated radiocarbon years BP,CYPERACE,40.0,11.799410029498524,57.5
Hoya San Nicolás,20.388199999999998,-101.256,533.0,1585.0,999.0,Calibrated radiocarbon years BP,CYPERACE,46.0,11.948051948051948,62.5
Hoya San Nicolás,20.388199999999998,-101.256,620.0,1713.0,1145.0,Calibrated radiocarbon years BP,CYPERACE,30.0,8.310249307479225,72.5
Hoya San Nicolás,20.388199999999998,-101.256,670.0,1815.0,1216.0,Calibrated radiocarbon years BP,CYPERACE,15.0,4.166666666666666,77.5
Hoya San Nicolás,20.388199999999998,-101.256,758.0,1975.0,1353.0,Calibrated radiocarbon years BP,CYPERACE,31.0,8.355795148247978,87.5
Hoya San Nicolás,20.388199999999998,-101.256,1040.0,2152.0,1578.0,Calibrated radiocarbon years BP,CYPERACE,38.0,10.764872521246458,102.5
Hoya San Nicolás,20.388199999999998,-101.256,1233.0,2306.0,1745.0,Calibrated radiocarbon years BP,CYPERACE,21.0,5.865921787709497,112.5
Hoya San Nicolás,20.388199999999998,-101.256,1309.0,2359.0,1813.0,Calibrated radiocarbon years BP,CYPERACE,34.0,9.115281501340483,117.5
Hoya San Nicolás,20.388199999999998,-101.256,1394.0,2427.0,1884.0,Calibrated radiocarbon years BP,CYPERACE,34.0,8.19277108433735,122.5
Hoya San Nicolás,20.388199999999998,-101.256,1492.0,2523.0,1957.0,Calibrated radiocarbon years BP,CYPERACE,28.0,7.777777777777778,127.5
Hoya San Nicolás,20.388199999999998,-101.256,1580.0,2587.0,2031.0,Calibrated radiocarbon years BP,CYPERACE,24.0,7.142857142857142,132.5
Hoya San Nicolás,20.388199999999998,-101.256,1673.0,2649.0,2106.0,Calibrated radiocarbon years BP,CYPERACE,53.0,15.497076023391813,137.5
Hoya San Nicolás,20.388199999999998,-101.256,1793.0,2715.0,2184.0,Calibrated radiocarbon years BP,CYPERACE,37.0,10.10928961748634,142.5
Hoya San Nicolás,20.388199999999998,-101.256,1901.0,2763.0,2264.0,Calibrated radiocarbon years BP,CYPERACE,58.0,16.201117318435752,147.5
Hoya San Nicolás,20.388199999999998,-101.256,2010.0,2873.0,2370.0,Calibrated radiocarbon years BP,CYPERACE,63.0,17.548746518105848,152.5
Hoya San Nicolás,20.388199999999998,-101.256,2208.0,3204.0,2644.0,Calibrated radiocarbon years BP,CYPERACE,42.0,11.320754716981133,162.5
Hoya San Nicolás,20.388199999999998,-101.256,2359.0,3323.0,2793.0,Calibrated radiocarbon years BP,CYPERACE,22.0,6.111111111111111,167.5
Hoya San Nicolás,20.388199999999998,-101.256,2483.0,3466.0,2928.0,Calibrated radiocarbon years BP,CYPERACE,168.0,42.96675191815857,172.5
Hoya San Nicolás,20.388199999999998,-101.256,2616.0,3604.0,3050.0,Calibrated radiocarbon years BP,CYPERACE,110.0,31.79190751445087,177.5
Hoya San Nicolás,20.388199999999998,-101.256,2783.0,3727.0,3187.0,Calibrated radiocarbon years BP,CYPERACE,157.0,41.644562334217504,182.5
Hoya San Nicolás,20.388199999999998,-101.256,2897.0,3846.0,3340.0,Calibrated radiocarbon years BP,CYPERACE,177.0,44.02985074626866,187.5
Hoya San Nicolás,20.388199999999998,-101.256,3081.0,3958.0,3493.0,Calibrated radiocarbon years BP,CYPERACE,83.0,22.432432432432435,192.5
Hoya San Nicolás,20.388199999999998,-101.256,3308.0,4096.0,3648.0,Calibrated radiocarbon years BP,CYPERACE,75.0,19.329896907216497,197.5
Hoya San Nicolás,20.388199999999998,-101.256,3463.0,4269.0,3804.0,Calibrated radiocarbon years BP,CYPERACE,21.0,6.017191977077363,202.5
Hoya San Nicolás,20.388199999999998,-101.256,3566.0,4456.0,3958.0,Calibrated radiocarbon years BP,CYPERACE,22.0,6.043956043956044,207.5
Hoya San Nicolás,20.388199999999998,-101.256,3668.0,4641.0,4132.0,Calibrated radiocarbon years BP,CYPERACE,11.0,3.064066852367688,212.5
Hoya San Nicolás,20.388199999999998,-101.256,3789.0,4882.0,4327.0,Calibrated radiocarbon years BP,CYPERACE,11.0,3.0303030303030303,217.5
Hoya San Nicolás,20.388199999999998,-101.256,3915.0,5073.0,4497.0,Calibrated radiocarbon years BP,CYPERACE,32.0,8.579088471849866,222.5
Hoya San Nicolás,20.388199999999998,-101.256,4034.0,5196.0,4643.0,Calibrated radiocarbon years BP,CYPERACE,28.0,7.909604519774012,227.5
Hoya San Nicolás,20.388199999999998,-101.256,4682.0,5420.0,5065.0,Calibrated radiocarbon years BP,CYPERACE,49.0,13.031914893617023,237.5
Hoya San Nicolás,20.388199999999998,-101.256,4894.0,5727.0,5346.0,Calibrated radiocarbon years BP,CYPERACE,50.0,13.774104683195592,247.5
Hoya San Nicolás,20.388199999999998,-101.256,4976.0,5845.0,5451.0,Calibrated radiocarbon years BP,CYPERACE,58.0,13.425925925925927,252.5
Hoya San Nicolás,20.388199999999998,-101.256,5169.0,6170.0,5673.0,Calibrated radiocarbon years BP,CYPERACE,46.0,12.432432432432433,262.5
Hoya San Nicolás,20.388199999999998,-101.256,5330.0,6416.0,5821.0,Calibrated radiocarbon years BP,CYPERACE,77.0,20.47872340425532,268.0
Hoya San Nicolás,20.388199999999998,-101.256,5535.0,6665.0,6063.0,Calibrated radiocarbon years BP,CYPERACE,62.0,15.776081424936386,277.5
Hoya San Nicolás,20.388199999999998,-101.256,5753.0,6964.0,6365.0,Calibrated radiocarbon years BP,CYPERACE,45.0,12.032085561497325,288.5
Hoya San Nicolás,20.388199999999998,-101.256,6013.0,7198.0,6668.0,Calibrated radiocarbon years BP,CYPERACE,88.0,24.444444444444443,303.5
Hoya San Nicolás,20.388199999999998,-101.256,6180.0,7404.0,6882.0,Calibrated radiocarbon years BP,CYPERACE,82.0,21.808510638297875,315.5
Hoya San Nicolás,20.388199999999998,-101.256,6510.0,7740.0,7193.0,Calibrated radiocarbon years BP,CYPERACE,58.0,14.356435643564355,330.5
Hoya San Nicolás,20.388199999999998,-101.256,6682.0,7938.0,7407.0,Calibrated radiocarbon years BP,CYPERACE,49.0,13.35149863760218,340.5
Hoya San Nicolás,20.388199999999998,-101.256,7133.0,8099.0,7700.0,Calibrated radiocarbon years BP,CYPERACE,55.0,15.10989010989011,355.5
Hoya San Nicolás,20.388199999999998,-101.256,7390.0,8222.0,7889.0,Calibrated radiocarbon years BP,CYPERACE,60.0,15.66579634464752,365.5
Hoya San Nicolás,20.388199999999998,-101.256,7738.0,8348.0,8080.0,Calibrated radiocarbon years BP,CYPERACE,81.0,21.65775401069519,375.5
Hoya San Nicolás,20.388199999999998,-101.256,7867.0,8425.0,8183.0,Calibrated radiocarbon years BP,CYPERACE,89.0,25.64841498559078,380.5
Hoya San Nicolás,20.388199999999998,-101.256,8076.0,8475.0,8286.0,Calibrated radiocarbon years BP,CYPERACE,86.0,21.026894865525673,385.5
Hoya San Nicolás,20.388199999999998,-101.256,8154.0,8618.0,8389.0,Calibrated radiocarbon years BP,CYPERACE,102.0,25.692695214105793,390.5
Hoya San Nicolás,20.388199999999998,-101.256,8214.0,8818.0,8503.0,Calibrated radiocarbon years BP,CYPERACE,75.0,19.53125,395.5
Hoya San Nicolás,20.388199999999998,-101.256,8257.0,9120.0,8613.0,Calibrated radiocarbon years BP,CYPERACE,97.0,26.72176308539945,400.5
Hoya San Nicolás,20.388199999999998,-101.256,8330.0,9240.0,8714.0,Calibrated radiocarbon years BP,CYPERACE,20.0,5.4945054945054945,405.5
Hoya San Nicolás,20.388199999999998,-101.256,8453.0,9562.0,8893.0,Calibrated radiocarbon years BP,CYPERACE,21.0,5.675675675675676,415.0
Hoya San Nicolás,20.388199999999998,-101.256,8829.0,9975.0,9364.0,Calibrated radiocarbon years BP,CYPERACE,9.0,23.684210526315788,439.5
Hoya San Nicolás,20.388199999999998,-101.256,9263.0,10419.0,9914.0,Calibrated radiocarbon years BP,CYPERACE,5.0,10.869565217391305,464.5
Hoya San Nicolás,20.388199999999998,-101.256,9645.0,10723.0,10336.0,Calibrated radiocarbon years BP,CYPERACE,1.0,0.7042253521126761,479.5
Hoya San Nicolás,20.388199999999998,-101.256,10603.0,11061.0,10858.0,Calibrated radiocarbon years BP,CYPERACE,3.0,1.8181818181818181,504.5
Sierra Bacha 1,29.7708333333333,-112.576388888889,,,2585.0,Radiocarbon years BP,FABACEAE,4.0,1.593625498007968,2585.0
San Jose Chulchaca,20.866667,-90.133333,,,7303.0,Radiocarbon years BP,FABACEAE,7.0,3.7433155080213902,393.0
Ría Lagartos,21.5661,-88.0865,,,294.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.31746031746031744,7.0
Ría Lagartos,21.5661,-88.0865,,,349.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.3076923076923077,10.0
Ría Lagartos,21.5661,-88.0865,,,1312.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.33222591362126247,63.0
Ría Lagartos,21.5661,-88.0865,,,1476.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.45454545454545453,72.0
Ría Lagartos,21.5661,-88.0865,,,1585.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.32786885245901637,78.0
Ría Lagartos,21.5661,-88.0865,,,1876.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.33444816053511706,94.0
Ría Lagartos,21.5661,-88.0865,,,2058.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.31645569620253167,104.0
Ría Lagartos,21.5661,-88.0865,,,2549.0,Calibrated radiocarbon years BP,FABACEAE,3.0,0.9933774834437087,131.0
Ría Lagartos,21.5661,-88.0865,,,2658.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.33557046979865773,137.0
Ría Lagartos,21.5661,-88.0865,,,2712.0,Calibrated radiocarbon years BP,FABACEAE,1.0,0.33444816053511706,140.0
Ría Lagartos,21.5661,-88.0865,,,2767.0,Calibrated radiocarbon years BP,FABACEAE,6.0,1.9543973941368076,143.0
Ría Lagartos,21.5661,-88.0865,,,3076.0,Calibrated radiocarbon years BP,FABACEAE,2.0,0.6644518272425249,160.0
Ría Lagartos,21.5661,-88.0865,,,3785.0,Calibrated radiocarbon years BP,FABACEAE,2.0,0.5934718100890208,199.0
Chalco Lake,19.5,-99.0,,,14966.0,Radiocarbon years BP,FRAXINUX,1.0,0.423728813559322,468.0
Chalco Lake,19.5,-99.0,,,15082.0,Radiocarbon years BP,FRAXINUX,2.0,2.857142857142857,478.0
Chalco Lake,19.5,-99.0,,,15197.0,Radiocarbon years BP,FRAXINUX,10.0,4.854368932038835,488.0
Chalco Lake,19.5,-99.0,,,17274.0,Radiocarbon years BP,FRAXINUX,1.0,0.7633587786259541,668.0
Chalco Lake,19.5,-99.0,,,17332.0,Radiocarbon years BP,FRAXINUX,1.0,1.25,673.0
Chalco Lake,19.5,-99.0,,,10636.0,Radiocarbon years BP,JUGLANSX,3.0,0.7246376811594203,291.0
San Jose Chulchaca,20.866667,-90.133333,,,4785.0,Radiocarbon years BP,PINUSX,2.0,0.6600660066006601,256.0
San Jose Chulchaca,20.866667,-90.133333,,,6917.0,Radiocarbon years BP,PINUSX,1.0,0.398406374501992,372.0
Ría Lagartos,21.5661,-88.0865,,,640.0,Calibrated radiocarbon years BP,PINUSX,2.0,0.6622516556291391,26.0
Ría Lagartos,21.5661,-88.0865,,,876.0,Calibrated radiocarbon years BP,PINUSX,1.0,0.3184713375796179,39.0
Ría Lagartos,21.5661,-88.0865,,,949.0,Calibrated radiocarbon years BP,PINUSX,1.0,0.3184713375796179,43.0
Ría Lagartos,21.5661,-88.0865,,,985.0,Calibrated radiocarbon years BP,PINUSX,2.0,0.6349206349206349,45.0
Ría Lagartos,21.5661,-88.0865,,,2112.0,Calibrated radiocarbon years BP,PINUSX,1.0,0.33003300330033003,107.0
Chalco Lake,19.5,-99.0,,,8524.0,Radiocarbon years BP,PLANTAGINX,1.0,0.2012072434607646,243.0
Chalco Lake,19.5,-99.0,,,10196.0,Radiocarbon years BP,PLANTAGINX,1.0,0.19960079840319359,281.0
Chalco Lake,19.5,-99.0,,,11076.0,Radiocarbon years BP,PLANTAGINX,1.0,0.1949317738791423,301.0
Chalco Lake,19.5,-99.0,,,11736.0,Radiocarbon years BP,PLANTAGINX,1.0,0.22075055187637968,316.0
Chalco Lake,19.5,-99.0,,,14274.0,Radiocarbon years BP,PLANTAGINX,1.0,0.5181347150259068,408.0
Chalco Lake,19.5,-99.0,,,14389.0,Radiocarbon years BP,PLANTAGINX,1.0,0.32679738562091504,418.0
Chalco Lake,19.5,-99.0,,,16697.0,Radiocarbon years BP,PLANTAGINX,1.0,0.48543689320388345,618.0
Chalco Lake,19.5,-99.0,,,18763.0,Radiocarbon years BP,POLYGONAX,12.0,4.270462633451958,797.0
San Jose Chulchaca,20.866667,-90.133333,,,3242.0,Radiocarbon years BP,QUERCUS,4.0,2.0202020202020203,170.0
San Jose Chulchaca,20.866667,-90.133333,,,5814.0,Radiocarbon years BP,QUERCUS,4.0,1.092896174863388,312.0
San Jose Chulchaca,20.866667,-90.133333,,,5943.0,Radiocarbon years BP,QUERCUS,4.0,1.092896174863388,319.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,10.0,Radiocarbon years BP,QUERCUS,7.0,3.5532994923857872,1.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,51.0,Radiocarbon years BP,QUERCUS,4.0,1.8867924528301887,5.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,132.0,Radiocarbon years BP,QUERCUS,2.0,1.0752688172043012,13.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,173.0,Radiocarbon years BP,QUERCUS,2.0,0.7604562737642585,17.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,213.0,Radiocarbon years BP,QUERCUS,2.0,0.9852216748768473,21.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,254.0,Radiocarbon years BP,QUERCUS,6.0,3.1413612565445024,25.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,416.0,Radiocarbon years BP,QUERCUS,5.0,2.0242914979757085,41.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,457.0,Radiocarbon years BP,QUERCUS,8.0,3.0534351145038165,45.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,498.0,Radiocarbon years BP,QUERCUS,5.0,2.242152466367713,49.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,538.0,Radiocarbon years BP,QUERCUS,2.0,0.7092198581560284,53.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,579.0,Radiocarbon years BP,QUERCUS,4.0,2.247191011235955,57.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,619.0,Radiocarbon years BP,QUERCUS,6.0,3.1413612565445024,61.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,660.0,Radiocarbon years BP,QUERCUS,4.0,1.4336917562724014,65.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,750.0,Radiocarbon years BP,QUERCUS,8.0,3.8461538461538463,69.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,840.0,Radiocarbon years BP,QUERCUS,5.0,2.1367521367521367,73.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,930.0,Radiocarbon years BP,QUERCUS,2.0,1.015228426395939,77.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,1020.0,Radiocarbon years BP,QUERCUS,3.0,1.6666666666666667,81.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,1110.0,Radiocarbon years BP,QUERCUS,1.0,0.38910505836575876,85.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,1353.0,Radiocarbon years BP,QUERCUS,4.0,1.932367149758454,89.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,1596.0,Radiocarbon years BP,QUERCUS,1.0,0.3968253968253968,93.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,1839.0,Radiocarbon years BP,QUERCUS,4.0,2.051282051282051,97.0
Cenote San Jose Chulchaca,20.866667,-90.133333,,,2081.0,Radiocarbon years BP,QUERCUS,5.0,2.793296089385475,101.0
Chalco Lake,19.5,-99.0,,,1570.0,Radiocarbon years BP,SALIX,2.0,0.42194092827004215,85.0
Chalco Lake,19.5,-99.0,,,14851.0,Radiocarbon years BP,SALIX,1.0,0.28653295128939826,458.0
Chalco Lake,19.5,-99.0,,,17794.0,Radiocarbon years BP,ULMUS,1.0,0.8771929824561403,713.0
Lake Patzcuaro,19.583333,-101.583333,,,367.0,Radiocarbon years BP,URTICACX,1.0,0.3115264797507788,647.0
Lake Patzcuaro,19.583333,-101.583333,,,483.0,Radiocarbon years BP,URTICACX,3.0,0.9554140127388535,655.0
Lake Patzcuaro,19.583333,-101.583333,,,1495.0,Radiocarbon years BP,URTICACX,1.0,0.33557046979865773,725.0
Lake Patzcuaro,19.583333,-101.583333,,,2073.0,Radiocarbon years BP,URTICACX,1.0,0.3144654088050315,765.0
Lake Patzcuaro,19.583333,-101.583333,,,3194.0,Radiocarbon years BP,URTICACX,1.0,0.31545741324921134,845.0
Lake Patzcuaro,19.583333,-101.583333,,,3582.0,Radiocarbon years BP,URTICACX,1.0,0.30120481927710846,875.0
Lake Patzcuaro,19.583333,-101.583333,,,35248.0,Radiocarbon years BP,URTICACX,2.0,0.5865102639296188,1945.0
Ría Lagartos,21.5661,-88.0865,,,185.0,Calibrated radiocarbon years BP,URTICACX,4.0,1.3245033112582782,1.0
Ría Lagartos,21.5661,-88.0865,,,476.0,Calibrated radiocarbon years BP,URTICACX,3.0,0.9836065573770493,17.0
Ría Lagartos,21.5661,-88.0865,,,531.0,Calibrated radiocarbon years BP,URTICACX,1.0,0.3076923076923077,20.0
Ría Lagartos,21.5661,-88.0865,,,585.0,Calibrated radiocarbon years BP,URTICACX,5.0,1.639344262295082,23.0
Ría Lagartos,21.5661,-88.0865,,,803.0,Calibrated radiocarbon years BP,URTICACX,4.0,1.3201320132013201,35.0
Ría Lagartos,21.5661,-88.0865,,,2276.0,Calibrated radiocarbon years BP,URTICACX,9.0,2.8213166144200628,116.0
Ría Lagartos,21.5661,-88.0865,,,3021.0,Calibrated radiocarbon years BP,URTICACX,4.0,1.098901098901099,157.0
Ría Lagartos,21.5661,-88.0865,,,3185.0,Calibrated radiocarbon years BP,URTICACX,10.0,2.9069767441860463,166.0
Ría Lagartos,21.5661,-88.0865,,,3267.0,Calibrated radiocarbon years BP,URTICACX,4.0,1.1661807580174928,171.0
Ría Lagartos,21.5661,-88.0865,,,3331.0,Calibrated radiocarbon years BP,URTICACX,9.0,2.5210084033613445,174.0
Ría Lagartos,21.5661,-88.0865,,,3421.0,Calibrated radiocarbon years BP,URTICACX,4.0,1.4545454545454546,179.0
Ría Lagartos,21.5661,-88.0865,,,3494.0,Calibrated radiocarbon years BP,URTICACX,3.0,0.9230769230769231,183.0
Ría Lagartos,21.5661,-88.0865,,,3603.0,Calibrated radiocarbon years BP,URTICACX,8.0,2.4242424242424243,189.0
